20200701,G96629103,WLTW,49815,WILLIS TOWERS WATSON PUB LTD C
20200701,G97223104,WINS,7218,WINS FIN HLDGS INC ORD SHS (CY
20200701,G97822103,PRGO,5,PERRIGO COMPANY PLC (IRL)
20200701,G98338109,YTRA,27530,YATRA ONLINE INC ORD SHS (CYM)
20200701,G98882106,ZGYH,92,YUNHONG INTL USD CL A ORD SHS 
20200701,G98882122,ZGYHW,30904,YUNHONG INTL RED WTS PUR ONE C
20200701,G98882130,ZGYHR,3021,YUNHONG INTL RTS CONSISTING ON
20200701,H0036K147,ADCT,3597,ADC THERAPEUTICS SA SHS
20200701,H2906T109,GRMN,513,GARMIN LTD COM STK (CH)
20200701,H42097107,UBS,341,UBS GROUP AG ORD SHS (CHE)
20200701,H50430232,LOGI,54274,LOGITECH INTERNATIONAL S.A .OR
20200701,H5861P103,OBSV,1426,OBSEVA SA COM SHS (CHE)
20200701,H8817H100,RIG,185,TRANSOCEAN LTD (SWITZERLAND)
20200701,L0175J104,ASPS,785,ALTISOURCE PORTFOLIO SOLUTIONS
20200701,L1995B107,CAAP,10659,CORPORACION AMER ARPTS S A
20200701,L44385109,GLOB,176,GLOBANT S A COM SHS (LUX)
